,Componente,Unidades,Valor por 100 g,Cod,Produto
15,Cálcio,mg,113,C0119C,
16,Ferro,mg,28,C0119C,
17,Sódio,mg,443,C0119C,
18,Magnésio,mg,915,C0119C,
19,Fósforo,mg,129,C0119C,
20,Potássio,mg,146,C0119C,
21,Manganês,mcg,34,C0119C,
22,Zinco,mg,15,C0119C,
23,Cobre,mg,6,C0119C,
24,Selênio,mcg,3,C0119C,
25,Vitamina A (RE),mcg,261,C0119C,
26,Vitamina A (RAE),mcg,131,C0119C,
27,Vitamina D,mcg,0,C0119C,
28,Alfa-tocoferol (Vitamina E),mcg,22,C0119C,
29,Tiamina,mg,4,C0119C,
30,Vitamina B6,mg,3,C0119C,
31,Vitamina B12,mg,0,C0119C,
32,Vitamina C,mg,882,C0119C,
33,Equivalente de folato,mcg,92,C0119C,
0,Energia,kJ,270,C0120C,
1,Energia,kcal,64,C0120C,
2,Umidade,g,832,C0120C,
3,Carboidrato total,g,157,C0120C,
4,Carboidrato disponível,g,145,C0120C,
5,Proteína,g,57,C0120C,
6,Lipídios,g,14,C0120C,
7,Fibra alimentar,g,127,C0120C,
8,Álcool,g,0,C0120C,
9,Cinzas,g,46,C0120C,
10,Colesterol,mg,0,C0120C,
11,Ácidos graxos saturados,g,2,C0120C,
12,Ácidos graxos monoinsaturados,g,1,C0120C,
13,Ácidos graxos poliinsaturados,g,5,C0120C,
14,Ácidos graxos trans,g,0,C0120C,
15,Cálcio,mg,105,C0120C,
16,Ferro,mg,26,C0120C,
17,Sódio,mg,519,C0120C,
18,Magnésio,mg,831,C0120C,
19,Fósforo,mg,117,C0120C,
20,Potássio,mg,133,C0120C,
21,Manganês,mcg,31,C0120C,
22,Zinco,mg,14,C0120C,
23,Cobre,mg,5,C0120C,
24,Selênio,mcg,33,C0120C,
25,Vitamina A (RE),mcg,235,C0120C,
26,Vitamina A (RAE),mcg,118,C0120C,
27,Vitamina D,mcg,0,C0120C,
28,Alfa-tocoferol (Vitamina E),mcg,2,C0120C,
29,Tiamina,mg,3,C0120C,
30,Vitamina B6,mg,3,C0120C,
31,Vitamina B12,mg,0,C0120C,
32,Vitamina C,mg,796,C0120C,
33,Equivalente de folato,mcg,83,C0120C,
0,Energia,kJ,497,C0095C,
1,Energia,kcal,119,C0095C,
2,Umidade,g,739,C0095C,
3,Carboidrato total,g,215,C0095C,
4,Carboidrato disponível,g,198,C0095C,
5,Proteína,g,73,C0095C,
6,Lipídios,g,367,C0095C,
7,Fibra alimentar,g,173,C0095C,
8,Álcool,g,0,C0095C,
9,Cinzas,g,29,C0095C,
10,Colesterol,mg,0,C0095C,
11,Ácidos graxos saturados,g,7,C0095C,
12,Ácidos graxos monoinsaturados,g,19,C0095C,
13,Ácidos graxos poliinsaturados,g,3,C0095C,
14,Cálcio,mg,222,C0095C,
15,Ferro,mg,27,C0095C,
16,Sódio,mg,151,C0095C,
17,Magnésio,mg,128,C0095C,
18,Fósforo,mg,108,C0095C,
19,Potássio,mg,755,C0095C,
20,Manganês,mcg,329,C0095C,
21,Zinco,mg,2,C0095C,
22,Cobre,mg,14,C0095C,
23,Vitamina A (RE),mcg,222,C0095C,
24,Vitamina A (RAE),mcg,111,C0095C,
25,Vitamina D,mcg,0,C0095C,
26,Alfa-tocoferol (Vitamina E),mcg,115,C0095C,
27,Vitamina B6,mg,8,C0095C,
28,Vitamina B12,mg,0,C0095C,
29,Vitamina C,mg,103,C0095C,
0,Energia,kJ,249,C0160C,
1,Energia,kcal,60,C0160C,
2,Umidade,g,87,C0160C,
3,Carboidrato total,g,108,C0160C,
4,Carboidrato disponível,g,987,C0160C,
5,Proteína,g,37,C0160C,
6,Lipídios,g,184,C0160C,
7,Fibra alimentar,g,87,C0160C,
8,Álcool,g,0,C0160C,
9,Cinzas,g,15,C0160C,
10,Colesterol,mg,0,C0160C,
11,Ácidos graxos saturados,g,35,C0160C,
12,Ácidos graxos monoinsaturados,g,95,C0160C,
13,Ácidos graxos poliinsaturados,g,15,C0160C,
14,Cálcio,mg,111,C0160C,
15,Ferro,mg,14,C0160C,
16,Sódio,mg,755,C0160C,
17,Magnésio,mg,637,C0160C,
18,Fósforo,mg,54,C0160C,
19,Potássio,mg,378,C0160C,
20,Manganês,mcg,165,C0160C,
21,Zinco,mg,1,C0160C,
22,Cobre,mg,7,C0160C,
23,Vitamina A (RE),mcg,116,C0160C,
24,Vitamina A (RAE),mcg,577,C0160C,
25,Vitamina D,mcg,0,C0160C,
26,Alfa-tocoferol (Vitamina E),mcg,573,C0160C,
27,Vitamina B6,mg,4,C0160C,
28,Vitamina B12,mg,0,C0160C,
29,Vitamina C,mg,514,C0160C,
0,Energia,kJ,27,C0149C,
1,Energia,kcal,7,C0149C,
2,Umidade,g,983,C0149C,
3,Carboidrato total,g,145,C0149C,
4,Carboidrato disponível,g,109,C0149C,
5,Proteína,g,16,C0149C,
6,Lipídios,g,9,C0149C,
7,Fibra alimentar,g,37,C0149C,
8,Álcool,g,0,C0149C,
9,Cinzas,g,8,C0149C,
10,Colesterol,mg,0,C0149C,
11,Ácidos graxos saturados,g,2,C0149C,
12,Ácidos graxos monoinsaturados,g,3,C0149C,
13,Ácidos graxos poliinsaturados,g,3,C0149C,
14,Cálcio,mg,774,C0149C,
15,Sódio,mg,14,C0149C,
16,Magnésio,mg,23,C0149C,
17,Fósforo,mg,45,C0149C,
18,Potássio,mg,292,C0149C,
19,Manganês,mcg,2,C0149C,
20,Zinco,mg,3,C0149C,
21,Cobre,mg,2,C0149C,
22,Selênio,mcg,13,C0149C,
23,Vitamina A (RE),mcg,424,C0149C,
24,Vitamina A (RAE),mcg,212,C0149C,
25,Vitamina D,mcg,0,C0149C,
26,Riboflavina,mg,2,C0149C,
27,Niacina,mg,15,C0149C,
28,Vitamina B12,mg,0,C0149C,
29,Vitamina C,mg,317,C0149C,
30,Equivalente de folato,mcg,287,C0149C,
0,Energia,kJ,110,C0150C,
1,Energia,kcal,26,C0150C,
2,Umidade,g,934,C0150C,
3,Carboidrato total,g,633,C0150C,
4,Carboidrato disponível,g,598,C0150C,
5,Proteína,g,16,C0150C,
6,Lipídios,g,8,C0150C,
7,Fibra alimentar,g,36,C0150C,
8,Álcool,g,0,C0150C,
9,Cinzas,g,1,C0150C,
10,Colesterol,mg,0,C0150C,
11,Ácidos graxos saturados,g,2,C0150C,
12,Ácidos graxos monoinsaturados,g,3,C0150C,
13,Ácidos graxos poliinsaturados,g,3,C0150C,
14,Cálcio,mg,753,C0150C,
15,Ferro,mg,1,C0150C,
16,Sódio,mg,75,C0150C,
17,Magnésio,mg,221,C0150C,
18,Fósforo,mg,428,C0150C,
19,Potássio,mg,281,C0150C,
20,Manganês,mcg,2,C0150C,
21,Zinco,mg,3,C0150C,
22,Cobre,mg,2,C0150C,
23,Selênio,mcg,15,C0150C,
24,Vitamina A (RE),mcg,403,C0150C,
25,Vitamina A (RAE),mcg,202,C0150C,
26,Vitamina D,mcg,0,C0150C,
27,Riboflavina,mg,2,C0150C,
28,Niacina,mg,14,C0150C,
29,Vitamina B12,mg,0,C0150C,
30,Vitamina C,mg,302,C0150C,
31,Equivalente de folato,mcg,273,C0150C,
0,Energia,kJ,1291,C0094C,
1,Energia,kcal,305,C0094C,
2,Umidade,g,212,C0094C,
3,Carboidrato total,g,757,C0094C,
4,Carboidrato disponível,g,719,C0094C,
5,Proteína,g,217,C0094C,
6,Lipídios,g,5,C0094C,
7,Fibra alimentar,g,384,C0094C,
8,Álcool,g,0,C0094C,
9,Cinzas,g,99,C0094C,
10,Colesterol,mg,0,C0094C,
11,Ácidos graxos trans,g,0,C0094C,
12,Cálcio,mg,12,C0094C,
13,Ferro,mg,62,C0094C,
14,Sódio,mg,989,C0094C,
15,Magnésio,mg,492,C0094C,
16,Fósforo,mg,369,C0094C,
17,Potássio,mg,519,C0094C,
18,Manganês,mcg,17,C0094C,
19,Zinco,mg,31,C0094C,
20,Cobre,mg,17,C0094C,
21,Vitamina D,mcg,0,C0094C,
22,Tiamina,mg,3,C0094C,
23,Niacina,mg,141,C0094C,
24,Vitamina B6,mg,6,C0094C,
25,Vitamina B12,mg,0,C0094C,
0,Energia,kJ,472,C0093C,
1,Energia,kcal,112,C0093C,
2,Umidade,g,701,C0093C,
3,Carboidrato total,g,279,C0093C,
4,Carboidrato disponível,g,251,C0093C,
5,Proteína,g,114,C0093C,
6,Lipídios,g,15,C0093C,
7,Fibra alimentar,g,28,C0093C,
8,Álcool,g,0,C0093C,
9,Cinzas,g,85,C0093C,
10,Colesterol,mg,0,C0093C,
11,Ácidos graxos saturados,g,5,C0093C,
12,Ácidos graxos trans,g,0,C0093C,
13,Cálcio,mg,636,C0093C,
14,Ferro,mg,2,C0093C,
15,Magnésio,mg,302,C0093C,
16,Fósforo,mg,159,C0093C,
17,Potássio,mg,387,C0093C,
18,Manganês,mcg,22,C0093C,
19,Zinco,mg,13,C0093C,
20,Cobre,mg,7,C0093C,
21,Selênio,mcg,14,C0093C,
22,Vitamina A (RE),mcg,194,C0093C,
23,Vitamina A (RAE),mcg,969,C0093C,
24,Vitamina D,mcg,0,C0093C,
25,Alfa-tocoferol (Vitamina E),mcg,5,C0093C,
26,Tiamina,mg,9,C0093C,
27,Vitamina B6,mg,3,C0093C,
28,Vitamina B12,mg,0,C0093C,
29,Vitamina C,mg,175,C0093C,
30,Equivalente de folato,mcg,238,C0093C,
0,Energia,kJ,1007,C0105C,
1,Energia,kcal,241,C0105C,
2,Umidade,g,537,C0105C,
3,Carboidrato total,g,299,C0105C,
4,Carboidrato disponível,g,277,C0105C,
5,Proteína,g,286,C0105C,
6,Lipídios,g,128,C0105C,
7,Fibra alimentar,g,223,C0105C,
8,Álcool,g,0,C0105C,
9,Cinzas,g,99,C0105C,
10,Colesterol,mg,145,C0105C,
11,Ácidos graxos saturados,g,207,C0105C,
12,Ácidos graxos monoinsaturados,g,299,C0105C,
13,Ácidos graxos poliinsaturados,g,733,C0105C,
14,Ácidos graxos trans,g,7,C0105C,
15,Cálcio,mg,775,C0105C,
16,Ferro,mg,98,C0105C,
17,Sódio,mg,338,C0105C,
18,Magnésio,mg,328,C0105C,
19,Fósforo,mg,489,C0105C,
20,Potássio,mg,360,C0105C,
21,Manganês,mcg,28,C0105C,
22,Zinco,mg,37,C0105C,
23,Cobre,mg,16,C0105C,
24,Selênio,mcg,414,C0105C,
25,Vitamina A (RE),mcg,169,C0105C,
26,Vitamina A (RAE),mcg,113,C0105C,
27,Vitamina D,mcg,7,C0105C,
28,Alfa-tocoferol (Vitamina E),mcg,43,C0105C,
29,Tiamina,mg,2,C0105C,
30,Riboflavina,mg,4,C0105C,
31,Niacina,mg,3,C0105C,
32,Vitamina B6,mg,14,C0105C,
33,Vitamina B12,mg,4,C0105C,
34,Vitamina C,mg,408,C0105C,
35,Equivalente de folato,mcg,989,C0105C,
0,Energia,kJ,699,C0107C,
1,Energia,kcal,165,C0107C,
2,Umidade,g,574,C0107C,
3,Carboidrato total,g,398,C0107C,
4,Carboidrato disponível,g,38,C0107C,
5,Proteína,g,17,C0107C,
6,Lipídios,g,29,C0107C,
7,Fibra alimentar,g,181,C0107C,
8,Álcool,g,0,C0107C,
9,Cinzas,g,93,C0107C,
10,Colesterol,mg,0,C0107C,
11,Ácidos graxos saturados,g,1,C0107C,
12,Ácidos graxos trans,g,0,C0107C,
13,Cálcio,mg,368,C0107C,
14,Ferro,mg,35,C0107C,
15,Magnésio,mg,35,C0107C,
16,Fósforo,mg,302,C0107C,
17,Potássio,mg,349,C0107C,
18,Manganês,mcg,1,C0107C,
19,Zinco,mg,19,C0107C,
20,Cobre,mg,6,C0107C,
21,Selênio,mcg,4,C0107C,
22,Vitamina A (RE),mcg,240,C0107C,
23,Vitamina A (RAE),mcg,120,C0107C,
24,Vitamina D,mcg,0,C0107C,
25,Alfa-tocoferol (Vitamina E),mcg,9,C0107C,
26,Tiamina,mg,3,C0107C,
27,Riboflavina,mg,3,C0107C,
28,Vitamina B6,mg,16,C0107C,
29,Vitamina B12,mg,0,C0107C,
30,Vitamina C,mg,149,C0107C,
31,Equivalente de folato,mcg,204,C0107C,
0,Energia,kJ,1229,C0106C,
1,Energia,kcal,294,C0106C,
2,Umidade,g,407,C0106C,
3,Carboidrato total,g,427,C0106C,
4,Carboidrato disponível,g,406,C0106C,
5,Proteína,g,298,C0106C,
6,Lipídios,g,128,C0106C,
7,Fibra alimentar,g,204,C0106C,
8,Álcool,g,0,C0106C,
9,Cinzas,g,1,C0106C,
10,Colesterol,mg,145,C0106C,
11,Ácidos graxos saturados,g,208,C0106C,
12,Ácidos graxos monoinsaturados,g,299,C0106C,
13,Ácidos graxos poliinsaturados,g,733,C0106C,
14,Ácidos graxos trans,g,7,C0106C,
15,Cálcio,mg,788,C0106C,
16,Ferro,mg,95,C0106C,
17,Sódio,mg,338,C0106C,
18,Magnésio,mg,371,C0106C,
19,Fósforo,mg,499,C0106C,
20,Potássio,mg,342,C0106C,
21,Manganês,mcg,104,C0106C,
22,Zinco,mg,37,C0106C,
23,Cobre,mg,12,C0106C,
24,Selênio,mcg,403,C0106C,
25,Vitamina A (RE),mcg,200,C0106C,
26,Vitamina A (RAE),mcg,103,C0106C,
27,Vitamina D,mcg,7,C0106C,
28,Alfa-tocoferol (Vitamina E),mcg,44,C0106C,
29,Tiamina,mg,5,C0106C,
30,Riboflavina,mg,4,C0106C,
31,Niacina,mg,3,C0106C,
32,Vitamina B6,mg,15,C0106C,
33,Vitamina B12,mg,4,C0106C,
34,Vitamina C,mg,12,C0106C,
35,Equivalente de folato,mcg,989,C0106C,
0,Energia,kJ,1038,C0103C,
1,Energia,kcal,248,C0103C,
2,Umidade,g,481,C0103C,
3,Carboidrato total,g,401,C0103C,
4,Carboidrato disponível,g,383,C0103C,
5,Proteína,g,171,C0103C,
6,Lipídios,g,929,C0103C,
7,Fibra alimentar,g,182,C0103C,
8,Álcool,g,0,C0103C,
9,Cinzas,g,94,C0103C,
10,Colesterol,mg,0,C0103C,
11,Ácidos graxos saturados,g,147,C0103C,
12,Ácidos graxos monoinsaturados,g,21,C0103C,
13,Ácidos graxos poliinsaturados,g,54,C0103C,
14,Ácidos graxos trans,g,5,C0103C,
15,Cálcio,mg,371,C0103C,
16,Ferro,mg,36,C0103C,
17,Magnésio,mg,353,C0103C,
18,Fósforo,mg,304,C0103C,
19,Potássio,mg,352,C0103C,
20,Manganês,mcg,1,C0103C,
21,Zinco,mg,2,C0103C,
22,Cobre,mg,9,C0103C,
23,Selênio,mcg,4,C0103C,
24,Vitamina A (RE),mcg,214,C0103C,
25,Vitamina A (RAE),mcg,897,C0103C,
26,Vitamina D,mcg,0,C0103C,
27,Alfa-tocoferol (Vitamina E),mcg,31,C0103C,
28,Tiamina,mg,3,C0103C,
29,Riboflavina,mg,3,C0103C,
30,Vitamina B6,mg,15,C0103C,
31,Vitamina B12,mg,0,C0103C,
32,Vitamina C,mg,132,C0103C,
33,Equivalente de folato,mcg,173,C0103C,
0,Energia,kJ,992,C0104C,
1,Energia,kcal,236,C0104C,
2,Umidade,g,493,C0104C,
3,Carboidrato total,g,401,C0104C,
4,Carboidrato disponível,g,383,C0104C,
5,Proteína,g,175,C0104C,
6,Lipídios,g,803,C0104C,
7,Fibra alimentar,g,182,C0104C,
8,Álcool,g,0,C0104C,
9,Cinzas,g,94,C0104C,
10,Colesterol,mg,193,C0104C,
11,Ácidos graxos saturados,g,474,C0104C,
12,Ácidos graxos monoinsaturados,g,198,C0104C,
13,Ácidos graxos poliinsaturados,g,14,C0104C,
14,Ácidos graxos trans,g,26,C0104C,
15,Cálcio,mg,403,C0104C,
16,Ferro,mg,35,C0104C,
17,Sódio,mg,35,C0104C,
18,Magnésio,mg,354,C0104C,
19,Fósforo,mg,311,C0104C,
20,Potássio,mg,352,C0104C,
21,Manganês,mcg,1,C0104C,
22,Zinco,mg,2,C0104C,
23,Cobre,mg,7,C0104C,
24,Selênio,mcg,14,C0104C,
25,Vitamina A (RE),mcg,294,C0104C,
26,Vitamina A (RAE),mcg,186,C0104C,
27,Vitamina D,mcg,0,C0104C,
28,Alfa-tocoferol (Vitamina E),mcg,14,C0104C,
29,Tiamina,mg,3,C0104C,
30,Riboflavina,mg,3,C0104C,
31,Vitamina B6,mg,15,C0104C,
32,Vitamina B12,mg,2,C0104C,
33,Vitamina C,mg,132,C0104C,
34,Equivalente de folato,mcg,29,C0104C,
0,Energia,kJ,486,C0092C,
1,Energia,kcal,115,C0092C,
2,Umidade,g,693,C0092C,
3,Carboidrato total,g,282,C0092C,
4,Carboidrato disponível,g,254,C0092C,
5,Proteína,g,17,C0092C,
6,Lipídios,g,11,C0092C,
7,Fibra alimentar,g,281,C0092C,
8,Álcool,g,0,C0092C,
9,Cinzas,g,85,C0092C,
10,Colesterol,mg,0,C0092C,
11,Ácidos graxos saturados,g,4,C0092C,
12,Ácidos graxos trans,g,0,C0092C,
13,Cálcio,mg,369,C0092C,
14,Ferro,mg,41,C0092C,
15,Sódio,mg,89,C0092C,
16,Magnésio,mg,407,C0092C,
17,Fósforo,mg,198,C0092C,
18,Potássio,mg,353,C0092C,
19,Manganês,mcg,88,C0092C,
20,Zinco,mg,19,C0092C,
21,Cobre,mg,9,C0092C,
22,Selênio,mcg,14,C0092C,
23,Vitamina D,mcg,0,C0092C,
24,Alfa-tocoferol (Vitamina E),mcg,4,C0092C,
25,Tiamina,mg,7,C0092C,
26,Riboflavina,mg,5,C0092C,
27,Vitamina B6,mg,24,C0092C,
28,Vitamina B12,mg,0,C0092C,
29,Equivalente de folato,mcg,245,C0092C,
0,Energia,kJ,29,C0135C,
1,Energia,kcal,7,C0135C,
2,Umidade,g,983,C0135C,
3,Carboidrato total,g,162,C0135C,
4,Carboidrato disponível,g,152,C0135C,
5,Proteína,g,7,C0135C,
6,Lipídios,g,3,C0135C,
7,Fibra alimentar,g,1,C0135C,
8,Álcool,g,0,C0135C,
9,Cinzas,g,5,C0135C,
10,Colesterol,mg,0,C0135C,
11,Cálcio,mg,12,C0135C,
12,Ferro,mg,3,C0135C,
13,Sódio,mg,577,C0135C,
14,Magnésio,mg,13,C0135C,
15,Fósforo,mg,154,C0135C,
16,Potássio,mg,163,C0135C,
17,Manganês,mcg,2,C0135C,
18,Zinco,mg,2,C0135C,
19,Cobre,mg,1,C0135C,
20,Selênio,mcg,0,C0135C,
21,Vitamina A (RE),mcg,224,C0135C,
22,Vitamina A (RAE),mcg,112,C0135C,
23,Vitamina D,mcg,0,C0135C,
24,Vitamina B12,mg,0,C0135C,
25,Vitamina C,mg,242,C0135C,
0,Energia,kJ,160,C0136C,
1,Energia,kcal,38,C0136C,
2,Umidade,g,906,C0136C,
3,Carboidrato total,g,928,C0136C,
4,Carboidrato disponível,g,92,C0136C,
5,Proteína,g,7,C0136C,
6,Lipídios,g,3,C0136C,
7,Fibra alimentar,g,9,C0136C,
8,Álcool,g,0,C0136C,
9,Cinzas,g,9,C0136C,
10,Colesterol,mg,0,C0136C,
11,Cálcio,mg,39,C0136C,
12,Ferro,mg,4,C0136C,
13,Sódio,mg,626,C0136C,
14,Magnésio,mg,124,C0136C,
15,Fósforo,mg,142,C0136C,
16,Potássio,mg,155,C0136C,
17,Manganês,mcg,1,C0136C,
18,Zinco,mg,2,C0136C,
19,Cobre,mg,1,C0136C,
20,Selênio,mcg,5,C0136C,
21,Vitamina A (RE),mcg,206,C0136C,
22,Vitamina A (RAE),mcg,103,C0136C,
23,Vitamina D,mcg,0,C0136C,
24,Vitamina B12,mg,0,C0136C,
25,Vitamina C,mg,222,C0136C,
0,Energia,kJ,46,C0151C,
1,Energia,kcal,11,C0151C,
2,Umidade,g,972,C0151C,
3,Carboidrato total,g,24,C0151C,
4,Carboidrato disponível,g,207,C0151C,
5,Proteína,g,18,C0151C,
6,Lipídios,g,13,C0151C,
7,Fibra alimentar,g,34,C0151C,
8,Álcool,g,0,C0151C,
9,Cinzas,g,14,C0151C,
10,Colesterol,mg,0,C0151C,
11,Ácidos graxos saturados,g,7,C0151C,
12,Ácidos graxos monoinsaturados,g,3,C0151C,
13,Cálcio,mg,116,C0151C,
14,Ferro,mg,6,C0151C,
15,Sódio,mg,15,C0151C,
16,Magnésio,mg,293,C0151C,
17,Fósforo,mg,299,C0151C,
18,Potássio,mg,613,C0151C,
19,Manganês,mcg,4,C0151C,
20,Zinco,mg,4,C0151C,
21,Cobre,mg,3,C0151C,
22,Vitamina D,mcg,0,C0151C,
23,Tiamina,mg,2,C0151C,
24,Riboflavina,mg,2,C0151C,
25,Vitamina B6,mg,2,C0151C,
26,Vitamina B12,mg,0,C0151C,
27,Vitamina C,mg,139,C0151C,
0,Energia,kJ,128,C0152C,
1,Energia,kcal,31,C0152C,
2,Umidade,g,924,C0152C,
3,Carboidrato total,g,723,C0152C,
4,Carboidrato disponível,g,692,C0152C,
5,Proteína,g,18,C0152C,
6,Lipídios,g,12,C0152C,
7,Fibra alimentar,g,32,C0152C,
8,Álcool,g,0,C0152C,
9,Cinzas,g,16,C0152C,
10,Colesterol,mg,0,C0152C,
11,Ácidos graxos saturados,g,6,C0152C,
12,Ácidos graxos monoinsaturados,g,2,C0152C,
13,Cálcio,mg,128,C0152C,
14,Ferro,mg,6,C0152C,
15,Sódio,mg,75,C0152C,
16,Magnésio,mg,281,C0152C,
17,Fósforo,mg,284,C0152C,
18,Potássio,mg,586,C0152C,
19,Manganês,mcg,4,C0152C,
20,Zinco,mg,4,C0152C,
21,Cobre,mg,3,C0152C,
22,Selênio,mcg,3,C0152C,
23,Vitamina D,mcg,0,C0152C,
24,Tiamina,mg,2,C0152C,
25,Riboflavina,mg,2,C0152C,
26,Vitamina B6,mg,1,C0152C,
27,Vitamina B12,mg,0,C0152C,
28,Vitamina C,mg,132,C0152C,
0,Energia,kJ,1310,C0097C,
1,Energia,kcal,309,C0097C,
2,Umidade,g,203,C0097C,
3,Carboidrato total,g,788,C0097C,
4,Carboidrato disponível,g,744,C0097C,
5,Proteína,g,42,C0097C,
6,Lipídios,g,11,C0097C,
7,Fibra alimentar,g,437,C0097C,
8,Álcool,g,0,C0097C,
9,Cinzas,g,52,C0097C,
10,Colesterol,mg,0,C0097C,
11,Cálcio,mg,147,C0097C,
12,Ferro,mg,41,C0097C,
13,Sódio,mg,111,C0097C,
14,Magnésio,mg,967,C0097C,
15,Fósforo,mg,283,C0097C,
16,Potássio,mg,251,C0097C,
17,Manganês,mcg,16,C0097C,
18,Zinco,mg,14,C0097C,
19,Cobre,mg,8,C0097C,
20,Vitamina A (RE),mcg,504,C0097C,
21,Vitamina A (RAE),mcg,252,C0097C,
22,Vitamina D,mcg,0,C0097C,
23,Niacina,mg,141,C0097C,
24,Vitamina B12,mg,0,C0097C,
25,Vitamina C,mg,344,C0097C,
0,Energia,kJ,1237,C0096C,
1,Energia,kcal,292,C0096C,
2,Umidade,g,248,C0096C,
3,Carboidrato total,g,742,C0096C,
4,Carboidrato disponível,g,704,C0096C,
5,Proteína,g,58,C0096C,
6,Lipídios,g,0,C0096C,
7,Fibra alimentar,g,374,C0096C,
8,Álcool,g,0,C0096C,
9,Cinzas,g,52,C0096C,
10,Colesterol,mg,0,C0096C,
11,Cálcio,mg,101,C0096C,
12,Ferro,mg,4,C0096C,
13,Sódio,mg,37,C0096C,
14,Magnésio,mg,649,C0096C,
15,Fósforo,mg,536,C0096C,
16,Potássio,mg,165,C0096C,
17,Manganês,mcg,11,C0096C,
18,Zinco,mg,9,C0096C,
19,Cobre,mg,6,C0096C,
20,Vitamina A (RE),mcg,622,C0096C,
21,Vitamina A (RAE),mcg,622,C0096C,
22,Vitamina D,mcg,0,C0096C,
23,Tiamina,mg,7,C0096C,
24,Vitamina B12,mg,0,C0096C,
25,Vitamina C,mg,231,C0096C,
0,Energia,kJ,154,C0121C,
1,Energia,kcal,37,C0121C,
2,Umidade,g,88,C0121C,
3,Carboidrato total,g,964,C0121C,
4,Carboidrato disponível,g,558,C0121C,
5,Proteína,g,67,C0121C,
6,Lipídios,g,4,C0121C,
7,Fibra alimentar,g,406,C0121C,
8,Álcool,g,0,C0121C,
9,Cinzas,g,137,C0121C,
10,Colesterol,mg,0,C0121C,
11,Ácidos graxos saturados,g,5,C0121C,
12,Ácidos graxos poliinsaturados,g,23,C0121C,
13,Cálcio,mg,521,C0121C,
14,Ferro,mg,14,C0121C,
15,Magnésio,mg,697,C0121C,
16,Fósforo,mg,124,C0121C,
17,Potássio,mg,159,C0121C,
18,Manganês,mcg,8,C0121C,
19,Zinco,mg,13,C0121C,
20,Cobre,mg,4,C0121C,
21,Selênio,mcg,3,C0121C,
22,Vitamina A (RE),mcg,838,C0121C,
23,Vitamina A (RAE),mcg,419,C0121C,
24,Vitamina D,mcg,0,C0121C,
25,Vitamina B6,mg,3,C0121C,
26,Vitamina B12,mg,0,C0121C,
27,Vitamina C,mg,647,C0121C,
28,Equivalente de folato,mcg,315,C0121C,
0,Energia,kJ,274,C0122C,
1,Energia,kcal,65,C0122C,
2,Umidade,g,811,C0122C,
3,Carboidrato total,g,167,C0122C,
4,Carboidrato disponível,g,13,C0122C,
5,Proteína,g,63,C0122C,
6,Lipídios,g,37,C0122C,
7,Fibra alimentar,g,374,C0122C,
8,Álcool,g,0,C0122C,
9,Cinzas,g,13,C0122C,
10,Colesterol,mg,0,C0122C,
11,Ácidos graxos saturados,g,5,C0122C,
12,Ácidos graxos poliinsaturados,g,22,C0122C,
13,Cálcio,mg,508,C0122C,
14,Ferro,mg,14,C0122C,
15,Sódio,mg,96,C0122C,
16,Magnésio,mg,646,C0122C,
17,Fósforo,mg,114,C0122C,
18,Potássio,mg,147,C0122C,
19,Manganês,mcg,7,C0122C,
20,Zinco,mg,12,C0122C,
21,Cobre,mg,3,C0122C,
22,Selênio,mcg,32,C0122C,
23,Vitamina A (RE),mcg,772,C0122C,
24,Vitamina A (RAE),mcg,386,C0122C,
25,Vitamina D,mcg,0,C0122C,
26,Vitamina B6,mg,3,C0122C,
27,Vitamina B12,mg,0,C0122C,
28,Vitamina C,mg,596,C0122C,
29,Equivalente de folato,mcg,29,C0122C,
0,Energia,kJ,274,C0123C,
1,Energia,kcal,65,C0123C,
2,Umidade,g,811,C0123C,
3,Carboidrato total,g,167,C0123C,
4,Carboidrato disponível,g,13,C0123C,
5,Proteína,g,63,C0123C,
6,Lipídios,g,37,C0123C,
7,Fibra alimentar,g,374,C0123C,
8,Álcool,g,0,C0123C,
9,Cinzas,g,13,C0123C,
10,Colesterol,mg,0,C0123C,
11,Ácidos graxos saturados,g,5,C0123C,
12,Ácidos graxos poliinsaturados,g,22,C0123C,
13,Cálcio,mg,508,C0123C,
14,Ferro,mg,14,C0123C,
15,Sódio,mg,96,C0123C,
16,Magnésio,mg,646,C0123C,
17,Fósforo,mg,114,C0123C,
18,Potássio,mg,147,C0123C,
19,Manganês,mcg,7,C0123C,
20,Zinco,mg,12,C0123C,
21,Cobre,mg,3,C0123C,
22,Selênio,mcg,32,C0123C,
23,Vitamina A (RE),mcg,772,C0123C,
24,Vitamina A (RAE),mcg,386,C0123C,
25,Vitamina D,mcg,0,C0123C,
26,Vitamina B6,mg,3,C0123C,
27,Vitamina B12,mg,0,C0123C,
28,Vitamina C,mg,596,C0123C,
29,Equivalente de folato,mcg,29,C0123C,
0,Energia,kJ,297,C0124C,
1,Energia,kcal,70,C0124C,
2,Umidade,g,817,C0124C,
3,Carboidrato total,g,168,C0124C,
4,Carboidrato disponível,g,158,C0124C,
5,Proteína,g,89,C0124C,
6,Lipídios,g,16,C0124C,
7,Fibra alimentar,g,97,C0124C,
8,Álcool,g,0,C0124C,
9,Cinzas,g,46,C0124C,
10,Colesterol,mg,0,C0124C,
11,Ácidos graxos saturados,g,2,C0124C,
